entity_id,name,domain,platform,device_id,device_name,area,area_source,entity_category,label_names,label_count,missing_labels,rule_failures,disabled_by,hidden_by
sensor.input_booleans,Input booleans,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.input_buttons,Input buttons,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.input_datetimes,Input date/times,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.input_numbers,Input numbers,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.input_selects,Input selects,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.input_texts,Input texts,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.images,Images,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.lights,Lights,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.locks,Locks,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.media_players,Media players,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.numbers,Numbers,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.persistent_notifications,Persistent notifications,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.persons,Persons,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.remotes,Remotes,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.scenes,Scenes,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.scripts,Scripts,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.selects,Selects,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.sensors,Sensors,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.sirens,Sirens,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.suns,Suns,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.stt,Speech-to-text,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.switches,Switches,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.texts,Texts,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.times,Times,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.tts,Text-to-speech,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.vacuums,Vacuums,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.update,Update,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.water_heaters,Water heaters,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.weather,Weather,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.zones,Zones,sensor,spook,4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
switch.cloud_alexa,Alexa,switch,spook,40903cc08a494e0e3f490ad7f380b523,Home Assistant Cloud,Digital only,device,config,,0,True,no labels at all,,
switch.cloud_alexa_report_state,Alexa state reporting,switch,spook,40903cc08a494e0e3f490ad7f380b523,Home Assistant Cloud,Digital only,device,config,,0,True,no labels at all,,
switch.cloud_google,Google Assistant,switch,spook,40903cc08a494e0e3f490ad7f380b523,Home Assistant Cloud,Digital only,device,config,,0,True,no labels at all,,
switch.cloud_google_report_state,Google Assistant state reporting,switch,spook,40903cc08a494e0e3f490ad7f380b523,Home Assistant Cloud,Digital only,device,config,,0,True,no labels at all,,
switch.cloud_remote,Remote,switch,spook,40903cc08a494e0e3f490ad7f380b523,Home Assistant Cloud,Digital only,device,config,,0,True,no labels at all,,
switch.ikea_energy_meter_11_bureau_rolien,,switch,mqtt,f19c694052521a4091395ab381778770,IKEA energy meter 11 Bureau Rolien,Slaapkamer R/R,device,,,0,True,no labels at all,user,
select.ikea_energy_meter_11_bureau_rolien_power_on_behavior,Power-on behavior,select,mqtt,f19c694052521a4091395ab381778770,IKEA energy meter 11 Bureau Rolien,Slaapkamer R/R,device,config,,0,True,no labels at all,user,
button.ikea_energy_meter_11_bureau_rolien_identify,Identify,button,mqtt,f19c694052521a4091395ab381778770,IKEA energy meter 11 Bureau Rolien,Slaapkamer R/R,device,config,,0,True,no labels at all,user,
sensor.ikea_energy_meter_11_bureau_rolien_power,Power,sensor,mqtt,f19c694052521a4091395ab381778770,IKEA energy meter 11 Bureau Rolien,Slaapkamer R/R,device,,,0,True,no labels at all,user,
sensor.ikea_energy_meter_11_bureau_rolien_voltage,Voltage,sensor,mqtt,f19c694052521a4091395ab381778770,IKEA energy meter 11 Bureau Rolien,Slaapkamer R/R,device,,,0,True,no labels at all,user,
sensor.ikea_energy_meter_11_bureau_rolien_current,Current,sensor,mqtt,f19c694052521a4091395ab381778770,IKEA energy meter 11 Bureau Rolien,Slaapkamer R/R,device,,,0,True,no labels at all,user,
sensor.ikea_energy_meter_11_bureau_rolien_energy,Energy,sensor,mqtt,f19c694052521a4091395ab381778770,IKEA energy meter 11 Bureau Rolien,Slaapkamer R/R,device,,,0,True,no labels at all,user,
sensor.0xf0fd45fffeff3b31_linkquality,Linkquality,sensor,mqtt,f19c694052521a4091395ab381778770,IKEA energy meter 11 Bureau Rolien,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,integration,
update.ikea_energy_meter_11_bureau_rolien,,update,mqtt,f19c694052521a4091395ab381778770,IKEA energy meter 11 Bureau Rolien,Slaapkamer R/R,device,config,,0,True,no labels at all,user,
switch.ikea_energy_meter_9_plafond_verwarming,,switch,mqtt,73269d10795867a8b492959d0839b9fa,IKEA energy meter 9 Plafond verwarming,Slaapkamer R/R,device,,,0,True,no labels at all,user,
select.ikea_energy_meter_9_plafond_verwarming_power_on_behavior,Power-on behavior,select,mqtt,73269d10795867a8b492959d0839b9fa,IKEA energy meter 9 Plafond verwarming,Slaapkamer R/R,device,config,,0,True,no labels at all,user,
button.ikea_energy_meter_9_plafond_verwarming_identify,Identify,button,mqtt,73269d10795867a8b492959d0839b9fa,IKEA energy meter 9 Plafond verwarming,Slaapkamer R/R,device,config,,0,True,no labels at all,user,
sensor.ikea_energy_meter_9_plafond_verwarming_power,Power,sensor,mqtt,73269d10795867a8b492959d0839b9fa,IKEA energy meter 9 Plafond verwarming,Slaapkamer R/R,device,,,0,True,no labels at all,user,
sensor.ikea_energy_meter_9_plafond_verwarming_voltage,Voltage,sensor,mqtt,73269d10795867a8b492959d0839b9fa,IKEA energy meter 9 Plafond verwarming,Slaapkamer R/R,device,,,0,True,no labels at all,user,
sensor.ikea_energy_meter_9_plafond_verwarming_current,Current,sensor,mqtt,73269d10795867a8b492959d0839b9fa,IKEA energy meter 9 Plafond verwarming,Slaapkamer R/R,device,,,0,True,no labels at all,user,
sensor.ikea_energy_meter_9_plafond_verwarming_energy,Energy,sensor,mqtt,73269d10795867a8b492959d0839b9fa,IKEA energy meter 9 Plafond verwarming,Slaapkamer R/R,device,,,0,True,no labels at all,user,
sensor.0x348d13fffee38a35_linkquality,Linkquality,sensor,mqtt,73269d10795867a8b492959d0839b9fa,IKEA energy meter 9 Plafond verwarming,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,integration,
update.ikea_energy_meter_9_plafond_verwarming,,update,mqtt,73269d10795867a8b492959d0839b9fa,IKEA energy meter 9 Plafond verwarming,Slaapkamer R/R,device,config,,0,True,no labels at all,user,
input_boolean.floor_temperature_below,Floor_temperature_below,input_boolean,input_boolean,,,Digital only,entity,,"Digital only, Helper",2,False,"missing category: brand, protocol",,
input_boolean.floor_temperature_above,Floor_temperature_above,input_boolean,input_boolean,,,Digital only,entity,,"Digital only, Helper",2,False,"missing category: brand, protocol",,
sensor.system_monitor_disk_free_run_audio,Disk free /run/audio,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_free_ssl,Disk free /ssl,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_free_share,Disk free /share,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_free_config,Disk free /config,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_free,Disk free /,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.system_monitor_disk_free_media,Disk free /media,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_use_run_audio,Disk use /run/audio,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_use_ssl,Disk use /ssl,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_use_share,Disk use /share,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_use_config,Disk use /config,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_use,Disk use /,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.system_monitor_disk_use_media,Disk use /media,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.system_monitor_disk_usage_run_audio,Disk usage /run/audio,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_usage_ssl,Disk usage /ssl,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_usage_share,Disk usage /share,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_usage_config,Disk usage /config,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_disk_usage,Disk usage /,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.system_monitor_disk_usage_media,Disk usage /media,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_ipv4_address_end0,IPv4 address end0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_ipv4_address_hassio,IPv4 address hassio,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_ipv4_address_docker0,IPv4 address docker0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_ipv4_address_wlan0,IPv4 address wlan0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_ipv4_address_lo,IPv4 address lo,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_ipv6_address_end0,IPv6 address end0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_ipv6_address_hassio,IPv6 address hassio,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_ipv6_address_docker0,IPv6 address docker0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_ipv6_address_wlan0,IPv6 address wlan0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_ipv6_address_lo,IPv6 address lo,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_last_boot,Last HW boot,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.system_monitor_load_15_min,Load (15 min),sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,,
sensor.system_monitor_load_1_min,Load (1 min),sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,,
sensor.system_monitor_load_5_min,Load (5 min),sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.system_monitor_memory_free,Memory free,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.system_monitor_memory_use,Memory use,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.system_monitor_memory_usage,Memory usage,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.system_monitor_network_in_end0,Network in end0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,Sensor,1,False,"missing category: brand, protocol",,
sensor.system_monitor_network_in_hassio,Network in hassio,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_network_in_docker0,Network in docker0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_network_in_wlan0,Network in wlan0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_network_in_lo,Network in lo,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_network_out_end0,Network out end0,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.system_monitor_network_out_hassio,Network out hassio,sensor,systemmonitor,d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,Digital only,device,diagnostic,,0,True,no labels at all,integration,
